id,string
basic.wireless.desc,In diesem Abschnitt können Sie die Grundeinstellungen konfigurieren, die Sie für Ihr primäres Wireless-Netzwerk benötigen, wie zum Beispiel den Namen Ihres Wireless-Netzwerks (SSID) und den Wi-Fi-Schlüssel. Klicken Sie im Ausklappmenü auf „Wireless-Frequenz auswählen“, um die Wireless-Frequenz auszuwählen, die Sie konfigurieren möchten. Wenn die Smart Connect-Funktion aktiviert ist, erscheinen die zwei 5GHz Frequenzen (5GHz<sup>1</sup> und 5GHz<sup>2</sup>) als eine 5GHz Frequenz (5GHz); dies trifft auch auf die 5GHz Einstellungen für das Gastnetzwerk zu sowie auf die 5GHz Wireless-Einstellungen im Bereich für erweiterte Einstellungen. Wenn die Smart Connect-Funktion deaktiviert ist, erscheinen die beiden 5GHz-Funktionen (5GHz<sup>1</sup> und 5GHz<sup>2</sup>) separat und können unabhängig voneinander konfiguriert und genutzt werden.
basic.wireless.2.4g,2.4GHz Wireless Network
basic.wireless.5g,5 GHz Wireless AC Network
basic.guest.2.4g,Gast-Zone 2.4 Ghz
basic.guest.5g,Gast-Zone 5 Ghz
basic.parental.urlfilter,Web-URL-Filter
basic.parental.urlfilter.mode,Web-URL-Filter-Modus
basic.parental.web,Web-URL
basic.parental.ipfilter,IP-Filter-Regeln
basic.parental.ipfilter.mode,IP-Filter-Modus
basic.parental.iprange,IP Adressenbereich
basic.parental.macfilter,MAC Filtern
basic.parental.macfilter.mode,Mac-Filter-Modus
basic.parental.interface,Schnittstelle
basic.parental.interface.lan,LAN
basic.parental.interface.wlan,WLAN
basic.parental.rule,Regel für elterliche Kontrolle
basic.parental.filter,Filter
basic.parental.filter.desc,Filterbeschreibung
basic.parental.filter.type,Filterart
basic.parental.summary,Zusammenfassung elterliche Kontrollen
active,Aktiv
inactive,Inaktiv
adm.node.routerstatus,Router-Status
setup,Einstellung
wireless.node.multissid,Mehrfach SSID
wireless.node.wds,WDS
security,Sicherheit
firewall,Firewall
adv.node.virtual.rules,Virtueller Server Regeln
usb,USB
usb.node.samba,SAMBA Server
usb.node.ftp,FTP Server
usb.node.mediaserver,Media-Server
usb.node.eject.device,USB Gerät Entfernen
setup.wizard,Setup-Assistenten
advanced.wireless.title,W-LAN Einstellungen
advanced.wireless.desc,Der Access Point kann mit einer minimalen Anzahl an Einstellungen konfiguriert werden (z.B. Netzwerkname (SSID) und Sicherheitsmodus).
advanced.wireless.wds.desc,Auf dieser Seite können Sie das Wireless Distribution System (WDS) für die Wireless LAN Schnittstellen einrichten.
advanced.usb.samba.desc,Schalten Sie den SAMBA- Server für das File Sharing auf USB Laufwerke ein.
advanced.usb.ftp.desc,Hier können Sie den FTP Server aktivieren, und Einstellungen vornehmen, um Dateien über den FTP Server zu teilen.
advanced.usb.ms.desc,Aktivieren des Media-Servers.
advanced.usb.device,USB Device
dialog.size,dialog
bg_main2.size,bg_main2.png
bg_main2_overlay.size,bg_main2_overlay.png
parental.desc,Elterliche Kontrolleinstellungen ermöglichen es Ihnen, Beschränkungen/Filter einzurichten, die bestimmen, wem Zugang zu Ihrem Netzwerk für einen bestimmten Zeitraum erlaubt oder verboten wird, oder Zugang zu Internetinhalten zu beschränken. Web-URL-Filter ermöglichen es Ihnen, Zugang zu bestimmten Internetseiten zu blockieren oder einzuschränken. IP/MAC-Filter ermöglichen es Ihnen, Zugang zu Ihrem Netz auf kabelgebundene oder Wireless-Geräte zu beschränken, die Sie selbst spezifizieren, zum Beispiel über die IP-Adresse (z.B. 192.168.10.x) oder MAC-Adresse (z.B. a1: b2: c3: d4: e3: f5). Sie können die MAC-Adresse oder IP-Adresse des Computers oder der Geräte, die aktuell mit Ihrem Router verbunden sind, einsehen unter <a href="../adm/clientstatus.asp">Erweitert > Administrator-> Client-Status</a>.
ipv6.status.lan.address,LAN IPv6 Adresse
ipv6.status.lan.link.address,LAN IPv6 Link-Local Adresse
block_wan.desc,Der Zugriff auf diese Internetseite wurde blockiert aufgrund von Richtlinien, die in Ihrem Router definiert wurden.<br> Wenn Sie auf diese Internetseite zugreifen möchten, ändern Sie bitte Ihre Richtlinien oder kontaktieren Sie Ihren Netzwerkadministrator.
adm.node.clientstatus,Client-Status
client.wired.status,Über Kabel verbundene Geräte
client.wireless.status24,2.4GHz Wireless verbundene Geräte
client.wireless.status5g,5GHz Wireless verbundene Geräte
client.ssid,SSID
client.linkrate,Link-Rate
schedule.add.rules,Zeitplanregel hinzufügen
schedule.everyday,Täglich
schedule.sunday,So.
schedule.monday,Mo.
schedule.tuesday,Di.
schedule.wednesday,Mi.
schedule.thursday,Do.
schedule.friday,Fr.
schedule.saturday,Sa.
schedule.allday,Ganztäglich
schedule.alert.maxrule,Die maximale Anzahl Regeln ist 16.
access.add.rule,Zugriffskontrollregel hinzufügen
ip.address.blank,Die IP-Adresse kann nicht leer sein.
ip.port.blank,Port kann nicht leer sein.
access.alert.maxrule,Die maximale Anzahl Regeln ist 24.
single.port.addrule,Virtual-Server-Regel hinzufügen
trigger.add.rule,Port-Trigger-Regel hinzufügen
range.add.rule,Gaming-Regel hinzufügen
macfilter.add.rule,MAC-Filterungsregel hinzufügen
mac.address.blank,MAC-Adresse kann nicht leer sein.
new.schedule,Neu hinzufügen
ipv6.link.local,Link Local
ipv6.auto.conf,Auto-Konfiguration (SLAAC/DHCPv6)
ipv6.6to4,6to4 Tunnel
ipv6.6rd,6rd Tunnel
ipv6.wan.ip,WAN IPv6 Adresse
ipv6.wan.prefixlen,WAN IPv6 Präfixlänge
ipv6.wan.gw,IPv6 Standard-Gateway
ipv6.wan.dns.mode,IPv6 DNS-Modus
ipv6.wan.pri.dns,IPv6 Primär-DNS-Server
ipv6.wan.sec.dns,IPv6 Sekundär-DNS-Server
ipv6.lan.prefix,LAN IPv6 Präfix
ipv6.lan.prefix.len,LAN IPv6 Präfixlänge
ipv6.6rd.prefix,6rd Präfix
ipv6.6rd.prefix.len,6rd Präfixlänge
ipv6.6rd.border.relay,6rd Border Relay
ipv6.6rd.addr.mask,6rd IPv4 Adressmaske
ipv6.6to4.mode,6to4 Tunnelmodus
ipv6.6to4.server,6to4 Server
ipv6.alert.2,WAN IP-Adresse kann nicht leer sein.
ipv6.alert.3,Präfixlänge kann nicht leer sein.
ipv6.alert.4,Geben Sie bitte eine korrekte Präfixlänge zwischen 1 und 128 ein.
ipv6.alert.5,Gateway kann nicht leer sein.
ipv6.alert.6,Primär-DNS kann nicht leer sein.
ipv6.alert.7,Internes LAN-Präfix kann nicht leer sein.
ipv6.alert.8,Bitte geben Sie ein gültiges Präfix ein, z.B. 2008:1234::
ipv6.alert.9,6to4 Server kann nicht leer sein.
ipv6.alert.10,6to4 Server ist ungültig. Geben Sie bitte einen gültigen Domänennamen oder eine gültige IP-Adresse ein.
ipv6.alert.11,Subnetz-ID kann nicht leer sein.
ipv6.alert.12,Interne LAN-Präfixlänge kann nicht leer sein.
ipv6.alert.13,6rd Präfix kann nicht leer sein
ipv6.alert.14,6rd Präfixlänge kann nicht leer sein.
ipv6.alert.15,6rd Server kann nicht leer sein.
ipv6.alert.16,6rd Servermaske kann nicht leer sein.
ipv6.alert.17,6rd Präfixlänge muss 6rd Präfix entsprechen.
ipv6.alert.18,6rd Server ist ungültig. Geben Sie bitte einen gültigen Domänennamen oder eine gültige IP-Adresse ein.
ipv6.alert.19,Geben Sie bitte eine korrekte Maskenlänge zwischen 0 und 32 ein.
ipv6.connected,Verbunden
ipv6.disconnected,Getrennt
ipv6.undetermined,Unbestimmt
ipv6.pppoe.session,PPPoE Sitzung
ipv6.pppoe.session.share,Teilen mit IPv4
ipv6.pppoe.session.new,Neue Sitzung erstellen
ipv6.pppoe.warning,Bitte vergessen Sie nicht, Ihren PPPoE Benutzernamen und Passwort in den Wide Area Network (WAN) Einstellungen einzurichten.
lan.alert.25,Die maximale Anzahl DHCP Reservierungen ist 24.
wi.alert.5,WAN-Verbindung fehlgeschlagen, bitte prüfen Sie die physische Verbindung zum WAN-Port.
wi.alert.6,Befehlseingabe
adm.node.client.desc,In diesem Abschnitt können Sie über Kabel und wireless verbundene Client-Geräte überwachen, die aktuell mit Ihrem Router verbunden sind.
client.wi.connected,Über Wireless verbundene Geräte
usb.node.bt.client,BT Client
usb.node.itunes,iTunes Server
wl.1,Status Stationsverbindung
wl.2,Wireless Network Standortanalyse
wl.3,Konfigurationsoption
wl.4,Frequenzband
wl.5,Wireless Security
wl.6,104 / 128-bit (26 Hexadezimalziffern)
wl.7,40 / 64-bit (10 Hexadezimalziffern)
wl.20,Anzahl der Wireless Netzwerke
wl.21,W-LAN Netzwerkkennung (SSID)
wl.alert.1,Bitte geben Sie 10 HEX-Zeichen fur den Schlussel ein
wl.alert.2,Bitte geben Sie 26 HEX-Zeichen fur den Schlussel ein
wl.alert.3,Bitte geben Sie 10 oder 26 HEX-Zeichen fur den Schlussel ein
wl.alert.4,Bitte geben Sie einen Netzwerknamen (SSID) ein.
wl.alert.5,Modus kann nicht eingestellt werden.
wl.alert.6,Bitte wahlen Sie einen AP/Router aus, zu dem Sie eine Verbindung herstellen mochten und betatigen Sie die Taste 'Verbinden' erneut.
wl.alert.7,Der WPA-Enterprise Sicherheitsmodus wird von uns nicht unterstutzt!
wl.alert.8,Der WPA2-Enterprise Sicherheitsmodus wird von uns nicht unterstutzt!
wl.alert.9,Nicht gefunden, bitte prufen Sie SSID-Name und Einstellungen erneut
wl.ghz,GHz
wl.key.1,Taste 1
wl.key.tx,Tx Codeschlussel
wl.passphrase,Wi-Fi-Schlüssel/Passwort
wl.open,offnen
wl.shared,Gespalten
wl.status,Link Status
wl.status.1,BSSID
wl.status.2,Funkfrequenz
wl.status.3,Kanalbreite
wl.status.4,Breitkanal
wl.status.5,Bit Rate
wl.status.6,Signal
wl.status.7,Sicherheits
wl.wpa.p,WPA Personal
wl.wpa2.p,WPA/WPA2-Personal
wl.wait,Bitte warten
ww.26,Authentifizierung
ww.29,Verschlüsselung
wireless.node.ss,Seitenuberblick
wireless.node.bws,Manuelle Konfiguration
site_survey.desc,Wählen Sie Ihr Wireless-Netzwerk aus der Liste aus und klicken Sie auf "Verbinden".
site_survey.desc2,Falls notwendig, geben Sie Ihren Wi-Fi-Schlüssel oder Passwort ein, um eine Verbindung zu Ihrem Wireless-Netzwerk herzustellen.
HT.confirm,Achtung: Bei der von Ihnen gewahlten Verschlusselungsart funktionieren Ihre Wireless-N Gerate nur zu Wireless-G Datenraten. Bitte wahlen Sie die Verschlusselungsart WPA2-Personal, wenn Sie mochten, dass Ihre Wireless-N Gerate zu vollen Datenraten funktionieren. Klicken Sie auf 'OK', um mit dieser Auswahl fortzufahren, oder auf 'Abbrechen', um eine andere Verschlusselungsart auszuwahlen.
